,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900521,12/12/2022 05:07:00 p. m.,340.28s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1565,24.8666,4.9992,3.3117,5.0897,23.4005,15.9328,Passed,Passed,014565,2495.96,024F45070005573D00039C42000426ED,025044C6FFF15766FFEE9C47FFEE26FF,025D9BFF,Passed,Passed,Passed,0251D94977440B606E00000689E50005,0252D98277610B646DFC000389C70004,0253D965775D0B646DCD000289BF0002,0254D9DA779F0B676DEF000889BF0007,0255D9BE77760B666E3000038A230002,0256D978774F0B716E1DFFF08A02FFEF,0257D96F775C0B5E6E2700098A1E0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586EB3000A,02596EAAFFF3,025A6E20FFF4,025B6E140007,Passed,Passed,Passed,Passed,27371,38473,34809,38473,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.99,10.05,0.01,0.01,0.00,0.00,10.02,9.96,10.02,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10004,10005,10004,10004,10005,10004,10014,10.01,10.01,9992,10017,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900563,12/12/2022 05:12:32 p. m.,672.55s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1561,25.1413,4.9902,3.3131,5.0832,23.2731,16.0281,Passed,Passed,014565,2492.43,024F44DF0009571B00069C05000126F8,025044D7FFF25710FFEE9C03FFED2705,025D9BC7,Passed,Passed,Passed,0251D9D177880B626E1A000889E90007,0252D9EE77AD0B6D6DA0000489680003,0253D9A877590B5B6E13000689ED0003,0254D9E177970B626DF0000A89BD0009,0255DA0C77AB0B6A6DD5000289890002,0256D9EE77AF0B7A6E3EFFF38A1EFFF3,0257D9A077860B656DEA000889CD0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E45000B,02596DF4FFF5,025A6E52FFF7,025B6DD60007,Passed,Passed,Passed,Passed,22692,16410,59810,43921,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.04,10.00,10.03,0.01,0.01,0.00,0.01,10.02,10.01,9.98,10.07,0.00,0.01,0.00,0.03,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.01,10.00,10.01,9996,9997,9998,9998,9999,9998,10008,10.01,10.01,9999,10013,Passed,Passed,Passed,Passed,9.97,9.98,0.01,0.01,10,20,30,40,50,40,60,70,60,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900580,12/12/2022 05:19:19 p. m.,331.29s,1,Failed,Rotary Address 1 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1553,24.7259,5.0116,3.3062,5.0871,23.6851,16.6423,Passed,Passed,014565,2501.84,024F45160007578200039C9B000226F7,0250451EFFF1578FFFED9C9FFFEC2702,025D9C5D,Passed,Passed,Passed,0251D8AA76E80B546E4A00068A3B0005,0252D88676D00B546E8A00038AA40003,0253D89676D90B546E1B00048A060002,0254D8A476E90B526E4300098A280007,0255D90377240B5F6E23000289FC0002,0256D87C76C40B616E6AFFF18A70FFF0,0257D85A76C70B506E3300088A150008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586EF0000B,02596E1FFFF3,025A6E68FFF5,025B6E8B0005,Passed,Passed,Passed,Passed,30238,39590,31421,39590,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.00,10.02,10.03,0.01,0.01,0.01,0.00,10.04,9.95,10.05,9.95,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.09,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9999,9998,9999,9998,9998,9998,10009,10.01,10.01,9995,10015,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,0,,,,,,,,,,,,,,,,,,,,,
S224900506,12/12/2022 05:24:39 p. m.,664.17s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1559,25.0604,4.9972,3.3295,5.0832,23.6267,16.2827,Passed,Passed,014565,2493.26,024F44E80005573900039C29FFFF26EF,02504528FFF0572EFFED9C2DFFED26F9,025D9BD4,Passed,Passed,Passed,0251DB2C78480B776E15000689E30005,0252DB2678410B786DE8000589DB0004,0253DAD8781D0B746E1D00028A0F0001,0254DAE278250B716D92000789630007,0255DAA077F50B6E6E4500038A430003,0256DAC778180B856DE0FFF189C2FFF0,0257DAC078180B716D89000A894D0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DFD000A,02596EABFFF4,025A6E42FFF4,025B6E3C0008,Passed,Passed,Passed,Passed,24209,18004,58159,41375,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.04,10.00,10.05,0.00,0.01,0.00,0.01,10.05,10.07,10.08,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.01,10001,10002,10000,10000,10001,10001,10011,10.01,10.01,10002,10019,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900526,12/12/2022 05:30:54 p. m.,342.99s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1565,24.7839,4.9978,3.3300,5.0684,23.3651,16.1199,Passed,Passed,014565,2494.96,024F45250008574A00049C32000426E9,0250451CFFF0576CFFED9C36FFED2700,025D9BEF,Passed,Passed,Passed,0251DAB577FF0B6E6E1F00088A060007,0252DADC78250B776E5A00038A440002,0253DAC7782B0B776E3D00048A360003,0254DA9B77F10B6A6E1F00098A0B000A,0255DAD7781D0B776E25000189E50001,0256DA6777BF0B786E04FFF189E5FFF0,0257DABF780A0B6E6E1500088A010008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E5E000C,02596E48FFF4,025A6E26FFF6,025B6E080004,Passed,Passed,Passed,Passed,28592,38879,36588,38879,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.00,10.06,0.00,0.01,0.01,0.00,10.10,10.10,10.14,10.08,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9999,10002,10001,10002,10003,10003,10013,10.01,10.01,9987,10014,Passed,Passed,Passed,Passed,10.00,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900580,12/12/2022 05:36:20 p. m.,665.85s,2,Failed,Rotary Address 1 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1543,24.7777,5.0120,3.3066,5.0874,23.6942,23.0141,Passed,Passed,014565,2500.45,024F451A0007577A00089C9EFFFF26E6,0250451FFFF2578EFFEC9CA7FFEA26F1,025D9C47,Passed,Passed,Passed,0251D8A876ED0B546E4A00078A3A0006,0252D88776D50B556E8800048AA30001,0253D89476D90B526E1C00048A0A0002,0254D89F76E80B516E3F000B8A220009,0255D8FE772A0B5E6E2000038A040000,0256D87876BE0B5F6E69FFF18A69FFF1,0257D85676C80B506E30000A8A180008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586EEA000D,02596E19FFF4,025A6E67FFF5,025B6E870007,Passed,Passed,Passed,Passed,22339,18862,54516,46359,23.94,23.94,23.95,23.96,0,0,0,0,0.09,0.11,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.02,10.00,10.04,0.01,0.01,0.01,0.00,10.01,9.95,10.09,9.99,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9992,9995,9997,9999,9997,9998,10008,10.01,10.01,9992,10011,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,0,,,,,,,,,,,,,,,,,,,,,
S224900510,12/12/2022 05:44:22 p. m.,339.45s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1587,24.7106,4.9877,3.3243,5.0891,23.5514,16.5411,Passed,Passed,014565,2489.61,024F44DF0006571400029BEC000226E1,025044A6FFEF573CFFEE9BF7FFE626F5,025D9B9A,Passed,Passed,Passed,0251DAB7781F0B756DF0000789E40004,0252DAA077FB0B746D54000288FC0002,0253DA4E77C20B696D960003895F0003,0254DA8977C80B636DDA000989AF0008,0255DAA278130B766E0300018A000001,0256DAA877FC0B806DD6FFF189B9FFF1,0257DA9D780D0B726DB7000889850007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E06000B,02596E22FFF6,025A6DD4FFF5,025B6D8B0006,Passed,Passed,Passed,Passed,22516,22692,64804,47292,23.94,23.95,23.94,23.96,0,0,0,0,0.10,0.11,0.10,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.03,9.94,10.05,0.01,0.00,0.01,0.00,10.12,10.08,10.14,10.10,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.00,10.00,10.00,10.00,10.00,9998,9999,9998,9999,10001,10001,10011,10.01,10.01,9986,10011,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900517,12/12/2022 05:49:56 p. m.,673.32s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1578,24.7430,5.0024,3.3192,5.0829,23.4986,16.3298,Passed,Passed,014565,2497.46,024F44E90006576500029C53000426EF,025044EAFFF05762FFEE9C57FFED2703,025D9C17,Passed,Passed,Passed,0251DA0077B10B6A6E01000689E00004,0252D9B877950B696E4400038A490003,0253D9D0778B0B666E2A00028A010003,0254D99D777A0B616DF0000789C80007,0255DA2C77AC0B6A6DFF000289EE0000,0256D9F777A90B796E22FFF189F8FFF0,0257D9C377820B616E4100088A280007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E560009,02596E6CFFF4,025A6E59FFF4,025B6EEE0006,Passed,Passed,Passed,Passed,32540,38959,37206,38959,23.93,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,9.98,10.05,0.01,0.01,0.00,0.01,10.11,10.03,10.07,10.00,0.01,0.02,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,9998,9998,9999,9999,9998,10009,10.01,10.01,9991,10017,Passed,Passed,Passed,Passed,10.00,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900508,12/12/2022 05:56:02 p. m.,340.43s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1567,25.0047,5.0140,3.3277,5.0836,23.6744,16.7394,Passed,Passed,014565,2503.02,024F45070008577700049CBC000426E3,02504546FFF2578CFFEE9CC1FFED26FD,025D9C70,Passed,Passed,Passed,0251D9C277880B646E0A000889E90006,0252D9D877A10B6A6E4300038A2C0003,0253D9C377920B676E1D00048A140002,0254DA2877B30B646E6800088A530009,0255DA2E77D20B716E5500028A4E0001,0256DA2177C70B7C6E0FFFF28A15FFF0,0257D9B2778F0B656DE2000889D70008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1F000A,02596E6EFFF5,025A6E9AFFF6,025B6ED90006,Passed,Passed,Passed,Passed,24692,36677,36226,36677,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.04,10.06,0.01,0.02,0.01,0.01,10.06,10.07,10.05,10.10,0.00,0.00,0.00,0.01,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10006,10006,10007,10006,10006,10006,10017,10.01,10.01,9982,10017,Passed,Passed,Passed,Passed,10.01,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900507,12/12/2022 06:01:35 p. m.,673.62s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1575,24.9806,4.9991,3.3047,5.0784,23.4407,22.8024,Passed,Passed,014565,2496.26,024F45090008574A00059C3C000C26F0,025044FDFFF1574BFFED9C4CFFE62704,025D9C04,Passed,Passed,Passed,0251D8FE770F0B566DF1000789CD0007,0252D91C773C0B626DB9000389840003,0253D905770F0B566E1D00048A220002,0254D91677300B586DD9000B89AA000A,0255D92977470B626E3000028A260000,0256D93B774C0B716D99FFF18964FFF0,0257D8EE771D0B596E6100088A5F0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E22000D,02596E6DFFF5,025A6E28FFF5,025B6E3E0005,Passed,Passed,Passed,Passed,21243,18222,58724,48184,23.95,23.95,23.95,23.97,0,0,0,0,0.08,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.01,10.01,10.00,10.02,0.00,0.01,0.00,0.00,10.02,10.06,10.01,9.99,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9996,9996,9998,9999,9998,9998,10009,10.01,10.01,9993,10013,Passed,Passed,Passed,Passed,9.96,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900512,12/12/2022 06:08:30 p. m.,339.58s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1553,24.9178,4.9884,3.3160,5.0832,23.5138,16.5299,Passed,Passed,014565,2491.42,024F45250007573900019BF7000526E7,025044CCFFF15731FFEE9BFCFFED2701,025D9BB7,Passed,Passed,Passed,0251DA4877C80B696D60000789150005,0252DA0877C40B6D6DC8000489B00003,0253DA3B77DA0B6E6DAB0004897C0002,0254DA2177B70B666D86000989560009,0255D9D577820B656DB2000389780003,0256DA2D77D20B7E6E08FFF289E9FFF0,0257D9F077B20B686DE3000989CC0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DC3000C,02596E40FFF4,025A6E1CFFF6,025B6E380006,Passed,Passed,Passed,Passed,25163,35387,30480,35387,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.02,10.01,10.04,10.04,0.00,0.00,0.00,0.01,10.02,10.00,9.96,10.02,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10005,10003,10005,10006,10005,10006,10016,10.01,10.01,9984,10015,Passed,Passed,Passed,Passed,9.98,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900504,12/12/2022 06:14:07 p. m.,676.33s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1568,24.6085,4.9971,3.3174,5.0779,23.4763,16.2486,Passed,Passed,014565,2495.80,024F44D40006575700049C3CFFFE26F8,0250450AFFEF5743FFEB9C3BFFF12704,025D9BFD,Passed,Passed,Passed,0251D9B9776D0B5F6E07000689FB0005,0252D9BC77910B6A6DF3000489D60003,0253D9B4777E0B646E08000389F70003,0254D9CD778A0B616DFD000889D50008,0255D99D77600B606E1900028A0A0002,0256D9DD77AC0B7D6E21FFF08A0EFFEF,0257D9E077950B636DC7000A89AB0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DD0000B,02596E02FFF3,025A6E6BFFF3,025B6E1A0005,Passed,Passed,Passed,Passed,24209,18004,57148,45905,23.95,23.95,23.95,23.97,0,0,0,0,0.07,0.09,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.97,10.03,0.00,0.01,0.01,0.00,10.08,10.05,10.05,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.01,9997,9998,9997,9998,9998,9997,10009,10.01,10.01,9999,10017,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900519,12/12/2022 06:14:38 p. m.,4.66s,2,Failed,Presence Rivet 5,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900519,12/12/2022 06:15:05 p. m.,4.65s,2,Failed,Presence Rivet 5,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900519,12/12/2022 06:20:58 p. m.,340.88s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1526,24.9694,4.9886,3.3189,5.0940,23.6929,23.0050,Passed,Passed,014565,2400.55,024F44CC0005572E00039BF40001241E,025044C5FFF25732FFEF9BF7FFED242C,025D9609,Passed,Passed,Passed,0251DA6277E40B6F6E1B000589FF0004,0252DA4F77D10B6F6E03000189F10000,0253DA7F77EB0B6F6DAA000389720002,0254DA5B77D80B6A6DB1000889710007,0255DA3777B90B6E6DD9FFFF89C2FFFF,0256DA5477F10B826E1EFFF28A21FFF2,0257DA3077DC0B6F6E10000789F60005,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DDB000B,02596E17FFF5,025A6DEFFFF6,025B6DCC0005,Passed,Passed,Passed,Passed,31535,44665,30838,44665,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.03,10.02,0.01,0.01,0.00,0.00,10.05,10.06,10.06,10.09,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.09,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9993,9996,9997,9997,9998,9998,10008,10.01,10.01,9995,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,4,6,7,89,88,86,82
S224900541,12/12/2022 06:21:26 p. m.,4.70s,2,Failed,Presence Rivet 5,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900541,12/12/2022 06:35:11 p. m.,333.72s,2,Failed,Rotary Address 5 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1525,24.9796,4.9909,3.3313,5.0954,23.5931,16.0343,Passed,Passed,014565,2491.02,024F44DA000556FF00029C09FFFF26E0,025044D6FFF1571CFFEC9C14FFE426F4,025D9BB0,Passed,Passed,Passed,0251DACF78190B726DD8000689B40006,0252DB0578320B786D74000389270002,0253DB5E78750B7C6DA1000389810003,0254DB6B78580B726DD4000989BD0009,0255DACB78290B786E1D00018A090001,0256DB3278510B896DDEFFF189B4FFF0,0257DAEE78200B706E1F00088A220007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DEA000A,02596DC4FFF6,025A6DF3FFF6,025B6E0C0006,Passed,Passed,Passed,Passed,23716,21243,60275,40427,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.10,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.03,10.09,10.05,0.01,0.00,0.01,0.01,10.11,10.10,10.11,10.11,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10000,10001,10000,10000,10001,10002,10011,10.01,10.01,9986,10012,Passed,Passed,Passed,Passed,10.02,10.01,0.01,0.01,20,40,60,80,0,,,,,,,,,,,,,,,,,
S224900542,12/12/2022 06:41:05 p. m.,338.95s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1547,24.7691,4.9938,3.3298,5.0858,23.4006,16.0746,Passed,Passed,014565,2494.20,024F44E10008574800049C1A000B26F8,025044A7FFF25726FFED9C28FFEC2704,025D9BE3,Passed,Passed,Passed,0251DAE578240B726DF2000689CC0006,0252DA7E77F70B746D980002895F0002,0253DAC677E70B696E2900048A260002,0254DAA677FC0B6C6E06000889F70008,0255DA7D77FC0B746E1500028A050001,0256DAC578200B856E09FFF28A04FFF1,0257DA7B77D80B696E3D00078A210007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DEC0009,02596DE0FFF5,025A6E1EFFF6,025B6DFA0006,Passed,Passed,Passed,Passed,20673,15932,57281,45027,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.03,9.92,10.06,0.00,0.01,0.00,0.01,10.10,10.04,10.01,10.07,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9996,9996,9995,9998,9995,9996,10008,10.01,10.01,9999,10016,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,6,7,10,8,89,88,86,82
